Ticker,Description,Change,Change %,Last,1-Month High,3-Month High,52 Week High,All Time High,Rating,Volume,Market Capitalization,Sector
OVERSEA,OVERSEA ENTERPRISE BERHAD,0,0,0.09,0.105,0.145,0.283333,0.31,Sell,546500,78574865,Consumer Services
OVH,OCEAN VANTAGE HOLDINGS BERHAD,0.02,7.14285714,0.3,0.315,0.315,0.6,0.78,Buy,4334300,115080000,Finance
OWG,ONLY WORLD GROUP HOLDINGS BERHAD,-0.005,-0.98039216,0.505,0.54,0.54,0.555,2.637753,Buy,692000,203561373,Retail Trade
P&O,PACIFIC & ORIENT BHD,0,0,0.92,0.935,1.03,1.03,1.585713,Buy,11700,246303107,Finance
PA,P.A. RESOURCES BHD,0.005,1.17647059,0.43,0.435,0.475,0.59,1.98019,Buy,13458000,529709805.00000000,Non-Energy Minerals
PADINI,PADINI HOLDINGS BHD,-0.08,-2.61437908,2.98,3.19,3.24,3.37,6.2,Sell,197700,2013202986,Retail Trade
PANAMY,PANASONIC MANUFACTURING MSIA,-0.08,-0.26595745,30,32.700001,32.900002,33.400002,41.900002,Strong Sell,11100,1827233086,Consumer Durables
PANSAR,PANSAR BERHAD,0,0,0.64,0.65,0.675,0.865,1.02,Sell,19300,294436282,Non-Energy Minerals
PANTECH,PANTECH GROUP HOLDINGS BHD,0.005,0.97087379,0.52,0.53,0.565,0.58,0.934282,Buy,518500,399129578,Non-Energy Minerals
PAOS,PAOS HOLDINGS BHD,0.01,2.56410256,0.4,0.545,0.7,0.7,0.913332,Sell,2247200,70653958,Consumer Non-Durables
PARAGON,PARAGON UNION BHD,0.09,5.23255814,1.81,2.01,2.01,2.69,2.69,Strong Buy,700200,131456611.00000000,Producer Manufacturing
PARAMON,PARAMOUNT CORPORATION BHD,0,0,0.76,0.8,0.8,0.89,1.785713,Sell,2000,470590751,Finance
PARKSON,PARKSON HOLDINGS BHD,0,0,0.21,0.245,0.255,0.305,7.540188,Neutral,2835900,224107856,Retail Trade
PARKWD,PARKWOOD HOLDINGS BERHAD,0,0,0.215,0.23,0.23,0.328571,1.002142,Buy,78000,59161738,Producer Manufacturing
PARLO,PARLO BERHAD,-0.005,-2.17391304,0.225,0.3,0.3,0.655,45.999999,Buy,13900600,100471629,Electronic Technology
PASDEC,PASDEC HOLDINGS BHD,0.005,1.53846154,0.33,0.355,0.4,0.435,0.885713,Sell,85000,130119996.00000000,Miscellaneous
PASUKGB,PASUKHAS GROUP BERHAD,0.005,9.09090909,0.06,0.13,0.59,0.59,3.47731,Sell,7459100,63678640,Producer Manufacturing
PAVREIT,PAVILION REAL ESTATE INV TRUST,0,0,1.4,1.44,1.44,1.63,1.95,Sell,71800,4270082642.000000,Finance
PBA,PBA HOLDINGS BHD,0,0,0.82,0.84,0.86,0.92,2.09,Strong Sell,3500,271417946,Utilities
PBBANK,PUBLIC BANK BHD,0.03,0.74441687,4.06,4.15,4.19,4.97,5.232,Sell,9445100,78225090440,Finance
PCCS,PCCS GROUP BHD,-0.02,-4.08163265,0.47,0.54,0.54,0.625,0.902187,Sell,821000,104957709,Consumer Non-Durables
PCHEM,PETRONAS CHEMICALS GROUP BHD,0.04,0.46242775,8.69,8.83,8.83,8.83,10.2,Buy,5671900,69199996948,Process Industries
PDZ,PDZ HOLDINGS BHD,-0.005,-1.92307692,0.255,0.295,0.295,0.846153,8.053038,Buy,3299600,184033798,Transportation
PEB,PIMPINAN EHSAN BERHAD,0.04,2.66666667,1.54,1.59,1.59,2.41,3.511656,Strong Buy,79400,103687626,Finance
PECCA,PECCA GROUP BERHAD,0.04,1.32890365,3.05,3.09,4.5,4.73,4.73,Neutral,268800,587618035,Process Industries
PEKAT,PEKAT GROUP BERHAD,0,0,0.72,0.805,0.905,0.93,0.93,Sell,308200,,Producer Manufacturing
PELIKAN,PELIKAN INT.CORPORATION BHD,0,0,0.425,0.48,0.51,0.55,8.210766,Sell,2967400,256362088.00000000,Transportation
PENERGY,PETRA ENERGY BHD,0.08,9.52380952,0.92,0.95,0.95,1.28,5.311768,Buy,2311300,269591465,Industrial Services
PENSONI,PENSONIC HOLDINGS BHD,-0.005,-0.73529412,0.675,0.825,0.825,0.89,0.89,Sell,430200,88174240,Consumer Durables
PENTA,PENTAMASTER CORPORATION BHD,0.05,0.91743119,5.5,5.82,5.94,6.85,6.85,Buy,1219400,3850082244,Electronic Technology
PERDANA,PERDANA PETROLEUM BERHAD,0.005,4.16666667,0.125,0.135,0.145,0.19,4.025202,Neutral,9514700,265943725.00000000,Transportation
PERMAJU,PERMAJU INDUSTRIES BHD,0,0,0.06,0.09,0.125,0.23,1.85,Sell,2542900,56032360,Retail Trade
PERSTIM,PSAHAAN SADUR TIMAH MSIA,0.02,0.4950495,4.06,4.33,4.33,4.37,7.893014,Sell,65000,521548362,Non-Energy Minerals
PERTAMA,PERTAMA DIGITAL BERHAD,0.01,1.9047619,0.535,0.575,0.635,0.635,4.12998,Buy,2849600,227514415,Process Industries
PESONA,PESONA METRO HOLDINGS BHD,0,0,0.245,0.255,0.255,0.345,5,Buy,86500,170271743,Industrial Services
PESTECH,PESTECH INTERNATIONAL BERHAD,0.05,4.38596491,1.19,1.22,1.22,1.43,2.07,Strong Buy,14920800,867736483,Industrial Services
PETDAG,PETRONAS DAGANGAN BHD,0.18,0.95137421,19.1,20.16,20.34,22.1,31.82,Sell,221400,18796149368,Distribution Services
PETGAS,PETRONAS GAS BHD,-0.119999,-0.71005325,16.780001,17.379999,17.379999,18.16,25,Neutral,822100,33440568923,Industrial Services
PETRONM,PETRON MALAYSIA REFINING & MARKETING BERHAD,0.21,4.82758621,4.56,4.56,4.56,6.75,15.06,Buy,367100,1174499974,Energy Minerals
PGLOBE,PARAGON GLOBE BERHAD,0.005,1.72413793,0.295,0.385,0.55,0.55,0.877035,Buy,4010100,216520748,Non-Energy Minerals
PHARMA,PHARMANIAGA BHD,0.005,0.59171598,0.85,0.92,1.06,1.45,1.506,Neutral,3136700,1106915070,Health Technology
PHB,PEGASUS HEIGHTS BERHAD,0,0,0.01,0.02,0.02,0.04,0.781,Sell,19771400,107681990,Finance
PICORP,PROGRESSIVE IMPACT CORPORATION,-0.005,-4.16666667,0.115,0.155,0.19,0.255,0.8,Strong Sell,1686700,78675731,Commercial Services
PIE,P.I.E. INDUSTRIAL BHD,0.1,2.80898876,3.66,3.94,3.94,3.94,3.94,Buy,912200,1367189362,Electronic Technology
PINEAPP,PINEAPPLE RESOURCES BHD,0.01,0.86206897,1.17,1.22,1.41,1.41,1.41,Strong Buy,156900,56259998,Electronic Technology
PINEPAC,PINEHILL PACIFIC BERHAD,0.015,2.94117647,0.525,0.545,0.545,0.65,11.8,Strong Buy,664400,76400101,Miscellaneous
PJBUMI,PJBUMI BHD,-0.01,-2.77777778,0.35,0.555,0.63,0.63,3.3,Sell,301900,29520001,Industrial Services
PLABS,PETERLABS HOLDINGS BHD,0,0,0.235,0.27,0.27,0.305,0.4,Sell,2307200,64675259,Process Industries
PLB,PLB ENGINEERING BHD,0.01,0.9009009,1.12,1.2,1.2,1.3,1.992,Neutral,10000,137234312,Consumer Durables
PLENITU,PLENITUDE BHD,0,0,0.995,1.26,1.26,1.26,3.59,Neutral,38800,379626085,Finance
PLS,PLS PLANTATIONS BERHAD,0.005,0.54945055,0.915,1,1.17,1.43,1.94,Sell,21000,363686976,Industrial Services
PMBTECH,PMB TECHNOLOGY BHD,1.26,9.19708029,14.96,14.96,14.96,14.96,14.96,Strong Buy,1776300,2874131857,Producer Manufacturing
PMCORP,PAN MALAYSIA CORPORATION BHD,-0.005,-4,0.12,0.14,0.14,0.195,0.67,Sell,290000,88549652,Consumer Non-Durables
PMETAL,PRESS METAL ALUMINIUM HOLDINGS BERHAD,0.05,0.87260035,5.78,5.97,5.97,5.97,5.97,Buy,2635700,46276736389,Producer Manufacturing
PMHLDG,PAN MALAYSIA HOLDINGS BHD,-0.005,-6.66666667,0.07,0.075,0.1,0.22,0.95,Sell,196000,69665056,Consumer Services
PNEPCB,PNE PCB BHD,-0.005,-5.55555556,0.085,0.1,0.135,0.85,0.85,Strong Sell,84000,47447272,Electronic Technology
POHKONG,POH KONG HOLDINGS BHD,0.005,0.625,0.805,0.84,0.865,1.17,1.8,Sell,157700,328281401,Consumer Durables
POHUAT,POH HUAT RESOURCES HOLDINGS,0.01,0.70422535,1.43,1.52,1.52,2.06,2.12,Neutral,126000,376260684,Producer Manufacturing
POLY,POLY GLASS FIBRE (M) BHD,-0.015,-2.08333333,0.705,0.86,0.945,0.945,0.995,Sell,71500,115181965,Process Industries
POLYDM,POLYDAMIC GROUP BERHAD,0,0,0.21,0.22,0.22,0.22,0.22,Buy,0,19411920,Electronic Technology
POS,POS MALAYSIA BHD,-0.01,-1.41843972,0.695,0.79,0.84,1.24,6.05,Strong Sell,766600,551857627,Transportation
PPB,PPB GROUP BHD,0.100001,0.54645358,18.4,18.6,18.700001,19.58,19.959999,Buy,365000,26033558363,Process Industries
PPHB,PUBLIC PACKAGES HOLDINGS BHD,-0.005,-0.64102564,0.775,0.875,0.875,1.25,1.4,Sell,177100,147182874,Process Industries
PRESTAR,PRESTAR RESOURCES BHD,0.015,2.47933884,0.62,0.795,0.795,0.95625,3.2432125,Sell,668800,211546414,Producer Manufacturing
PRG,PRG HOLDINGS BERHAD,-0.005,-2.5,0.195,0.21,0.21,0.315,1.3,Buy,4382600,85887843,Process Industries
PRIVA,PRIVASIA TECHNOLOGY BERHAD,-0.005,-2.94117647,0.165,0.195,0.255,0.355,0.7,Sell,2510600,104383404,Technology Services
PRKCORP,PERAK CORPORATION BHD,-0.005,-1.5625,0.315,0.435,0.435,0.675,3.75,Strong Sell,8000,31999999,Finance
PRLEXUS,PROLEXUS BHD,-0.015,-3.79746835,0.38,0.475,0.64,1.299999,1.527318,Sell,672000,105532906,Consumer Non-Durables
PRTASCO,PROTASCO BHD,0,0,0.23,0.255,0.255,0.345,1.885712,Sell,179000,110800298,Industrial Services
PTARAS,PINTARAS JAYA BHD,0.01,0.35842294,2.8,3.08,3.08,3.08,4.88,Buy,61900,462762763,Industrial Services
PTRANS,PERAK TRANSIT BERHAD,-0.005,-0.78125,0.635,0.67,0.675,0.925,1.145453,Sell,785400,406229483,Transportation
PUC,PUC BERHAD,-0.005,-3.7037037,0.13,0.21,0.21,0.285,4.35,Strong Sell,5429700,166767458,Commercial Services
PUNCAK,PUNCAK NIAGA HOLDINGS BHD,0.01,2.63157895,0.39,0.465,0.495,0.635,5.628684,Sell,258400,169954140,Utilities
PWF,PWF CORPORATION BERHAD,0,0,0.55,0.565,0.63,0.765,1.177931,Sell,3100,102168662,Process Industries
PWORTH,PRICEWORTH INTERNATIONAL BHD,0.03,40,0.105,0.135,0.15,0.35,5.29867,Buy,16211300,37468530,Non-Energy Minerals
PWROOT,POWER ROOT BERHAD,0.03,2.27272727,1.35,1.39,1.4,2.26,2.8,Buy,241900,563000919,Consumer Non-Durables
PWRWELL,POWERWELL HOLDINGS BERHAD,-0.01,-4.87804878,0.195,0.235,0.235,0.325,0.435,Strong Sell,57000,119013159,Producer Manufacturing
QES,QES GROUP BERHAD,0,0,0.74,0.825,0.915,0.975,0.975,Sell,2812300,617262715,Electronic Technology
QL,QL RESOURCES BHD,-0.19,-3.58490566,5.11,5.56,5.75,7.2,7.2,Strong Sell,671300,12898383765,Process Industries
QUALITY,QUALITY CONCRETE HOLDINGS BHD,0,0,1.31,1.74,1.74,1.74,2.13,Neutral,30600,75930219,Non-Energy Minerals
RALCO,RALCO CORPORATION BHD,0,0,0.94,1.2,1.24,1.34,1.771016,Sell,0,47749191,Process Industries
RAMSSOL,RAMSSOL GROUP BERHAD,0.01,1.21212121,0.835,0.965,0.965,0.965,0.965,Sell,3768300,,Technology Services
RANHILL,RANHILL UTILITIES BERHAD,0,0,0.66,0.726368,0.726368,0.916211,1.404604,Sell,174200,855988371,Utilities
RAPID,RAPID SYNERGY BHD,-0.04,-0.47114252,8.45,8.53,8.53,8.7,8.7,Neutral,129900,907551322,Producer Manufacturing
RCECAP,RCE CAPITAL BHD,-0.07,-2.12121212,3.23,3.37,3.37,3.37,3.37,Buy,425200,1203088963,Miscellaneous
REACH,REACH ENERGY BHD,0.005,6.25,0.085,0.09,0.09,0.125,0.745,Buy,3731800,87713016,Miscellaneous
REDTONE,REDTONE DIGITAL BERHAD,-0.005,-0.99009901,0.5,0.535,0.535,0.535,1.953343,Buy,1688800,390340708,Communications
RESINTC,RESINTECH BHD,-0.01,-1.48148148,0.665,0.805,0.885,0.885,0.885,Sell,2478400,92613306,Producer Manufacturing
REVENUE,REVENUE GROUP BERHAD,0,0,1.8,2,2.05,2.42,2.42,Sell,855700,834390890,Technology Services
REX,REX INDUSTRY BHD,0,0,0.23,0.255,0.26,0.28,0.43925,Sell,742200,113448176,Consumer Non-Durables
REXIT,REXIT BHD,-0.005,-0.53191489,0.935,1.04,1.04,1.23,3.1,Buy,158300,163806116,Technology Services
RGB,RGB INTERNATIONAL BHD,-0.005,-4,0.12,0.125,0.13,0.16,0.606661,Sell,1687000,192932632,Consumer Durables
RGTBHD,RGT BERHAD,-0.015,-3.57142857,0.405,0.45,0.45,0.69,2.86097,Neutral,1484600,279488766,Health Technology
RGTECH,RADIANT GLOBALTECH BERHAD,0,0,0.35,0.375,0.375,0.465,0.65,Sell,1164800,183820001,Technology Services
RHBBANK,RHB BANK BERHAD,-0.23,-4.15913201,5.3,5.53,5.65,5.98,10.535736,Sell,1938300,22498030308,Finance
RHONEMA,RHONE MA HOLDINGS BERHAD,0,0,0.68,0.72,0.79,1.19,1.336362,Sell,266600,136584802,Process Industries
RL,RESERVOIR LINK ENERGY BHD,0.015,2.63157895,0.585,0.65,0.65,0.855,0.855,Strong Buy,10082600,165553652,Finance
ROHAS,ROHAS TECNIC BERHAD,-0.005,-1.51515152,0.325,0.345,0.345,0.43,6.7,Buy,766000,155977032,Producer Manufacturing
RPLANET,REDPLANET BERHAD,0,0,0.32,0.33,0.33,0.34,0.34,Sell,0,79698349,Industrial Services
RSAWIT,RIMBUNAN SAWIT BHD,0.015,6.81818182,0.235,0.245,0.245,0.32,1.22,Buy,7193400,449178928,Process Industries
RUBEREX,RUBBEREX CORPORATION (M) BHD,0,0,0.59,0.74,0.99,3.05,3.05,Sell,7984800,540146668,Consumer Non-Durables
RVIEW,RIVERVIEW RUBBER ESTATES BHD,0,0,3.06,3.42,3.42,3.42,4.55,Sell,0,198442369,Process Industries
S&FCAP,S & F CAPITAL BERHAD,0.01,9.09090909,0.12,0.125,0.135,0.205,0.735237,Neutral,55900,60540323,Non-Energy Minerals
SAB,SOUTHERN ACIDS (M) BHD,0,0,3.8,4.02,4.02,4.2,5.98,Sell,58000,520349679.00000000,Miscellaneous
SALCON,SALCON BHD,0.005,2.38095238,0.215,0.235,0.245,0.435326,1.544645,Buy,921400,213092264,Distribution Services
SALUTE,SALUTICA BERHAD,-0.005,-0.74074074,0.67,0.725,0.765,0.765,1.89,Strong Buy,4816300,285855748,Electronic Technology
SAM,SAM ENGINEERING & EQUIPMENT,0.879999,4.37375227,21,21.879999,21.879999,21.879999,21.879999,Strong Buy,659900,2723239780,Electronic Technology
SAMAIDEN,SAMAIDEN GROUP BERHAD,0,0,1.05,1.24,1.39,2.1,2.1,Sell,127700,220504188,Electronic Technology
SAMCHEM,SAMCHEM HOLDINGS BERHAD,0.02,2.29885057,0.89,0.94,0.94,1.03,1.03,Buy,5512600,473280003,Distribution Services
SANICHI,SANICHI TECHNOLOGY BHD,-0.005,-12.5,0.035,0.04,0.04,0.415,115.773158,Sell,540600,56123812,Producer Manufacturing
SAPIND,SAPURA INDUSTRIAL BHD,0.015,1.97368421,0.775,0.8,0.875,1.16,1.89,Buy,22000,55309557,Producer Manufacturing
SAPNRG,SAPURA ENERGY BERHAD,0,0,0.1,0.13,0.13,0.17,4.96,Sell,143930500,1597180493,Industrial Services
SAPRES,SAPURA RESOURCES BHD,-0.055,-10.78431373,0.455,0.545,0.58,0.69,2.75,Strong Sell,19600,71196002,Finance
SASBADI,SASBADI HOLDINGS BHD,0,0,0.155,0.22,0.24,0.3,1.079999,Sell,3874400,65756191,Consumer Services
SAUDEE,SAUDEE GROUP BERHAD,0.005,6.66666667,0.08,0.095,0.29,1.022982,1.022982,Sell,3246700,53706589,Consumer Non-Durables
SBAGAN,SUNGEI BAGAN RUBBER CO (M) BHD,0.2,5.40540541,3.9,4.3,4.3,4.3,10.7,Strong Buy,83100,245430777,Process Industries
SBCCORP,SBC CORPORATION BHD,0,0,0.39,0.445,0.65,0.65,2.49,Sell,152000,100647359,Finance
SCABLE,SARAWAK CABLE BERHAD,0.005,1.36986301,0.37,0.41,0.43,0.625,1.966659,Buy,335000,145629523,Producer Manufacturing
SCBUILD,SC ESTATE BUILDER BERHAD,0,0,0.09,0.11,0.11,0.14,0.63143,Buy,0,96668178,Distribution Services
SCC,SCC HOLDINGS BERHAD,0,0,0.365,0.41,0.53,0.53,0.830299,Sell,64500,51523453,Distribution Services
SCGBHD,SOUTHERN CABLE GROUP BERHAD,0.015,3.19148936,0.485,0.5,0.5,0.6,0.6,Strong Buy,2414700,138108384,Producer Manufacturing
SCGM,SCGM BHD,0.07,2.94117647,2.45,2.6,2.6,3.36,3.95,Buy,605800,458295322,Process Industries
SCIB,SARAWAK CONSOLIDATED IND BHD,0.02,5.40540541,0.39,0.62,0.795,3.08,3.08,Sell,23195000,194633891,Non-Energy Minerals
SCICOM,SCICOM (MSC) BHD,-0.01,-0.9009009,1.1,1.23,1.23,1.39,2.45,Sell,640100,394553448,Commercial Services
SCIENTX,SCIENTEX BERHAD,-0.02,-0.43956044,4.53,4.87,4.87,4.87,4.87,Neutral,201600,7055485122,Process Industries
SCNWOLF,SCANWOLF CORPORATION BHD,0.11,25.88235294,0.535,0.63,0.63,0.63,1.05,Strong Buy,21012900,72325053,Consumer Durables
SCOMI,SCOMI GROUP BHD,0,0,0.04,0.045,0.045,0.15,4.2,Buy,3457200,43756298,Industrial Services
SCOMIES,SCOMI ENERGY SERVICES BHD,-0.005,-6.66666667,0.07,0.09,0.1,0.31,13.660772,Sell,373100,35124320,Industrial Services
SCOMNET,SUPERCOMNET TECHNOLOGIES BHD,-0.01,-0.55865922,1.78,1.91,1.91,2.38,2.38,Buy,1296400,1351612212,Producer Manufacturing
SCOPE,SCOPE INDUSTRIES BHD,-0.01,-2.7027027,0.36,0.395,0.395,0.395,0.452872,Buy,20686100,426859006,Electronic Technology
SDRED,SELANGOR DREDGING BHD,0,0,0.585,0.64,0.71,1.04,1.43,Sell,3000,249284669,Finance
SDS,SDS GROUP BERHAD,-0.005,-1.47058824,0.335,0.365,0.405,0.485,0.485,Sell,97500,137980132,Consumer Non-Durables
SEACERA,SEACERA GROUP BERHAD,0,0,0.185,0.195,0.22,0.3,1.66,Sell,112700,111342292,Producer Manufacturing
SEAL,SEAL INCORPORATED BHD,-0.01,-2.98507463,0.325,0.41,0.495,0.495,1.79,Strong Sell,343100,87118823,Consumer Durables
SEALINK,SEALINK INTERNATIONAL BHD,-0.01,-6.25,0.15,0.195,0.24,0.51,1.19,Strong Sell,1715300,79999998,Producer Manufacturing
SEB,SEREMBAN ENGINEERING BERHAD,0.13,12.62135922,1.16,1.21,1.21,1.21,1.21,Strong Buy,1303100,82071215,Industrial Services
SEDANIA,SEDANIA INNOVATOR BERHAD,-0.005,-0.8,0.62,0.73,0.995,1.77,1.77,Sell,3445900,216993160,Communications
SEEHUP,SEE HUP CONSOLIDATED BHD,-0.01,-0.95238095,1.04,1.33,1.34,2.52,2.52,Strong Sell,75700,84055968,Transportation
SEG,SEG INTERNATIONAL BHD,0,0,0.635,0.64,0.64,0.665,1.259999,Sell,331500,778401235,Commercial Services
SEM,7-ELEVEN MALAYSIA HOLDINGS BERHAD,0,0,1.53,1.55,1.56,1.65,1.930783,Buy,4400,1790919689,Retail Trade
SENDAI,EVERSENDAI CORPORATION BERHAD,0,0,0.205,0.235,0.235,0.355,1.85,Sell,120900,160104811,Industrial Services
SENTRAL,SENTRAL REIT,0.005,0.57803468,0.87,0.875,0.91,0.955,2,Neutral,195200,927092270,Finance
SERBADK,SERBA DINAMIK HOLDINGS BERHAD,0.015,4.83870968,0.325,0.41,0.5,2.09,2.52,Sell,58764700,1149983456,Industrial Services
SERNKOU,SERN KOU RESOURCES BHD,0.005,0.87719298,0.575,0.685,0.685,0.85,0.85,Sell,1229400,473107857,Consumer Durables
SERSOL,SERSOL BERHAD,-0.005,-1.1627907,0.425,0.535,0.62,0.62,1.07,Neutral,5381200,101076404,Process Industries
SHANG,SHANGRI-LA HOTELS (M) BHD,-0.08,-2.23463687,3.5,3.58,3.74,4.27,8,Sell,44700,1575199966,Consumer Services
SHCHAN,SIN HENG CHAN (MALAYA) BHD,0.035,6.30630631,0.59,0.625,0.66,0.85,2.03,Buy,241900,141554634,Consumer Non-Durables
SHH,SHH RESOURCES HOLDINGS BHD,0,0,0.6,0.65,0.68,0.81,1.24,Sell,0,59997004,Consumer Durables
SHL,SHL CONSOLIDATED BHD,0,0,2.02,2.09,2.09,2.2,3.94,Buy,9800,489089937,Finance
SIGN,SIGNATURE INTERNATIONAL BHD,-0.005,-0.53763441,0.925,0.94,0.99,1.15,1.572115,Sell,220200,278539458,Miscellaneous
SIME,SIME DARBY BHD,0.01,0.43859649,2.29,2.39,2.42,2.55,8.94,Buy,2629500,15509785528,Distribution Services
SIMEPLT,SIME DARBY PLANTATION BERHAD,0.05,1.38504155,3.66,4.01,4.24,5.25,6,Sell,5378800,24965729747,Process Industries
SIMEPROP,SIME DARBY PROPERTY BERHAD,0.005,0.7751938,0.65,0.665,0.665,0.755,1.78,Buy,566600,4386540940,Finance
SINARAN,SINARAN ADVANCE GROUP BERHAD,0,0,0.1,0.11,0.11,0.98,1.21,Buy,10707300,70381660,Industrial Services
SJC,SENI JAYA CORPORATION BHD,0.01,0.4048583,2.48,2.75,2.75,2.75,2.75,Buy,125000,119877324,Commercial Services
SKBSHUT,SKB SHUTTERS CORPORATION BHD,-0.06,-3.46820809,1.67,2.16,2.17,2.17,2.17,Sell,146400,76120001,Producer Manufacturing
SKPRES,SKP RESOURCES BHD,-0.03,-1.63934426,1.8,2.03,2.03,2.056,2.056,Sell,4726800,2859119324,Producer Manufacturing
SLP,SLP RESOURCES BHD,0,0,0.965,0.99,1.01,1.07,2.583332,Buy,61400,305866383,Producer Manufacturing
SLVEST,SOLARVEST HOLDINGS BERHAD,-0.02,-1.57480315,1.25,1.38,1.48,2.00605862,2.00605862,Strong Sell,1942900,843221464,Industrial Services
SMCAP,SINMAH CAPITAL BERHAD,-0.04,-17.39130435,0.19,0.32,0.395,0.54,4.203892,Strong Sell,4973800,74728298,Process Industries
SMETRIC,SECUREMETRIC BERHAD,-0.005,-4,0.12,0.16,0.16,0.225,0.305,Strong Sell,2569900,72063248,Electronic Technology
SMI,SOUTH MALAYSIA INDUSTRIES BHD,0,0,0.19,0.21,0.225,0.275,0.525,Sell,150000,39888620,Producer Manufacturing
SMILE,SMILE-LINK HEALTHCARE GLOBAL BERHAD,0,0,0.22,0.225,0.245,0.28,0.54,Neutral,0,55089093,Health Services
SMISCOR,SMIS CORPORATION BHD,0.02,2.7972028,0.735,0.94,1.2,1.2,1.54,Buy,710900,30146543,Producer Manufacturing
SMRT,SMRT HOLDINGS BERHAD,0,0,0.135,0.15,0.155,0.21,0.945,Sell,300100,60107397,Commercial Services
SMTRACK,SMTRACK BERHAD,0,0,0.095,0.11,0.12,0.32,1.82,Sell,3759300,42527477,Electronic Technology
SNC,SAND NISKO CAPITAL BERHAD,0,0,1.24,1.3,1.53,1.53,2.04,Buy,1982600,143281380,Consumer Durables
SNTORIA,SENTORIA GROUP BERHAD,0,0,0.165,0.185,0.185,0.25,1.463635,Sell,119800,92017394,Finance
SOLID,SOLID AUTOMOTIVE BHD,-0.005,-2.04081633,0.24,0.27,0.27,0.325,0.822856,Strong Sell,2453700,127246115,Distribution Services
SOLUTN,SOLUTION GROUP BERHAD,-0.045,-7.25806452,0.575,0.82,1.11,2,2,Strong Sell,5778500,272737469,Producer Manufacturing
SOP,SARAWAK OIL PALMS BHD,0.03,0.84269663,3.59,3.76,3.82,4.44,6.656264,Neutral,310600,2035163358,Process Industries
SPRING,SPRING ART HOLDINGS BERHAD,0,0,0.235,0.27,0.285,0.49,0.49,Sell,122100,97687007,Consumer Durables
SPRITZER,SPRITZER BHD,-0.02,-0.97560976,2.03,2.12,2.14,2.25,2.75,Strong Sell,2300,430435865,Consumer Non-Durables
SPSETIA,SP SETIA BHD,0.01,0.81300813,1.24,1.27,1.27,1.27,4.500124,Buy,830900,5003585124,Finance
SRIDGE,SILVER RIDGE HOLDINGS BHD,0.015,7.14285714,0.225,0.24,0.295,1.05,1.05,Neutral,920400,35638418,Communications
SSTEEL,SOUTHERN STEEL BHD,-0.005,-0.625,0.795,0.94,0.94,1.25,3.96,Sell,474100,477050740,Non-Energy Minerals
STAR,STAR MEDIA GROUP BERHAD,0.005,1.44927536,0.35,0.38,0.39,0.48,4.15,Sell,104400,250043887,Consumer Services
STELLA,STELLA HOLDINGS BERHAD,-0.03,-3.2967033,0.88,1.04,1.36,1.42,1.81,Strong Sell,18500,60970002,Industrial Services
STRAITS,STRAITS ENERGY RESOURCES BERHAD,0,0,0.175,0.21,0.25,0.285,0.507857,Sell,2703000,136638222,Commercial Services
SUBUR,SUBUR TIASA HOLDINGS BHD,0.3,30,1.3,1.3,1.3,1.3,5.428566,Strong Buy,5002800,188309204,Non-Energy Minerals
SUCCESS,SUCCESS TRANSFORMER CORP BHD,-0.015,-1.61290323,0.915,0.975,0.975,0.99,2.16,Buy,1749700,212828038,Producer Manufacturing
SUNCON,SUNWAY CONSTRUCTION GROUP BERHAD,0,0,1.57,1.69,1.7,2,2.64,Strong Sell,244100,2024293749,Industrial Services
SUNREIT,SUNWAY REAL ESTATE INVT TRUST,-0.01,-0.71428571,1.39,1.47,1.47,1.6,1.98,Strong Sell,961500,4794730924,Finance
SUNSURIA,SUNSURIA BERHAD,0.02,4.44444444,0.47,0.475,0.475,0.57,2.326586,Buy,50000,403162773,Non-Energy Minerals
SUNWAY,SUNWAY BERHAD,-0.03,-1.72413793,1.71,1.79,1.82,1.82,1.919978,Sell,1805600,8506980691.000000,Miscellaneous
SUNZEN,SUNZEN BIOTECH BHD,0.005,2.27272727,0.225,0.24,0.25,0.32,0.467307,Sell,436000,126163715,Health Technology
SUPERLN,SUPERLON HOLDINGS BHD,-0.005,-0.55555556,0.895,0.94,0.94,1.05,2.96,Sell,41700,142849659,Process Industries
SUPERMX,SUPERMAX CORPORATION BHD,0.08,3.49344978,2.37,3.16,3.78,10.64348,11.95435,Sell,9931900,5994392459,Health Technology
SURIA,SURIA CAPITAL HOLDINGS BHD,0.08,6.55737705,1.3,1.33,1.33,1.33,3.283332,Strong Buy,3761100,421901350,Finance
SWKPLNT,SARAWAK PLANTATION BHD,0.02,0.84033613,2.4,2.63,2.63,2.78,4.2,Neutral,423300,664096659,Process Industries
SWSCAP,SWS CAPITAL BERHAD,0.015,3.44827586,0.45,0.48,0.54,1,1.216,Sell,137500,92036498,Consumer Durables
SYCAL,SYCAL VENTURES BHD,0,0,0.195,0.215,0.215,0.3,0.85,Sell,0,81183255,Industrial Services
SYF,SYF RESOURCES BHD,-0.02,-4.49438202,0.425,0.46,0.46,0.505,1.824232,Buy,30345200,253148475,Producer Manufacturing
SYMLIFE,SYMPHONY LIFE BERHAD,0,0,0.555,0.67,0.685,0.89,1.277805,Sell,18030700,366789898,Finance
SYSCORP,SHIN YANG SHIPPING CORP BHD,0.005,1.49253731,0.34,0.38,0.38,0.47,1.17,Sell,2300500,391473845,Producer Manufacturing
